year	site	sr	mix.nest	level	spatialCV
3	Greece	8	111	Species	57.5
3	Greece	8	111	Species	141.4
3	Greece	8	111	Species	69.0
3	Greece	8	111	Species	16.5
3	Greece	18	112	Species	43.7
3	Greece	18	112	Species	119.5
3	Greece	18	112	Species	23.2
3	Greece	18	112	Species	141.4
3	Greece	18	112	Species	141.4
3	Greece	18	112	Species	111.6
3	Greece	18	112	Species	47.1
3	Greece	18	112	Species	141.4
3	Greece	18	112	Species	54.8
3	Greece	18	112	Species	141.4
3	Greece	18	112	Species	15.7
3	Greece	18	112	Species	13.1
3	Greece	18	112	Species	0.9
3	Greece	18	113	Species	65.1
3	Greece	18	113	Species	35.4
3	Greece	18	113	Species	106.0
3	Greece	18	113	Species	66.9
3	Greece	18	113	Species	18.1
3	Greece	18	113	Species	39.6
3	Greece	18	113	Species	56.0
3	Greece	18	113	Species	141.4
3	Greece	18	113	Species	141.4
3	Greece	18	113	Species	55.0
3	Greece	18	113	Species	101.0
3	Greece	18	113	Species	87.3
3	Greece	18	113	Species	58.0
3	Greece	18	113	Species	2.9
3	Greece	18	114	Species	74.4
3	Greece	18	114	Species	141.4
3	Greece	18	114	Species	103.6
3	Greece	18	114	Species	42.4
3	Greece	18	114	Species	81.0
3	Greece	18	114	Species	127.1
3	Greece	18	114	Species	6.4
3	Greece	18	114	Species	86.5
3	Greece	18	114	Species	86.2
3	Greece	18	114	Species	141.4
3	Greece	18	114	Species	43.6
3	Greece	18	114	Species	52.8
3	Greece	18	115	Species	36.9
3	Greece	18	115	Species	127.0
3	Greece	18	115	Species	141.4
3	Greece	18	115	Species	73.8
3	Greece	18	115	Species	60.6
3	Greece	18	115	Species	80.4
3	Greece	18	115	Species	22.6
3	Greece	18	115	Species	141.4
3	Greece	18	115	Species	141.4
3	Greece	18	115	Species	28.3
3	Greece	18	115	Species	11.1
3	Greece	18	115	Species	67.1
3	Ireland	1	116	Species	6.1
3	Ireland	1	117	Species	11.6
3	Ireland	1	118	Species	1.0
3	Ireland	1	119	Species	27.1
3	Ireland	1	120	Species	54.6
3	Ireland	1	121	Species	18.2
3	Ireland	1	122	Species	0.2
3	Ireland	1	123	Species	27.4
3	Ireland	1	124	Species	47.5
3	Ireland	1	125	Species	18.1
3	Ireland	2	126	Species	3.0
3	Ireland	2	126	Species	31.2
3	Ireland	2	127	Species	67.2
3	Ireland	2	127	Species	41.1
3	Ireland	2	128	Species	21.0
3	Ireland	2	129	Species	15.8
3	Ireland	2	129	Species	110.0
3	Ireland	2	130	Species	49.4
3	Ireland	2	130	Species	52.2
3	Ireland	2	131	Species	12.4
3	Ireland	2	131	Species	48.4
3	Ireland	2	132	Species	13.5
3	Ireland	2	132	Species	27.7
3	Ireland	2	133	Species	18.3
3	Ireland	3	134	Species	14.2
3	Ireland	3	134	Species	14.9
3	Ireland	3	134	Species	141.4
3	Ireland	3	135	Species	2.8
3	Ireland	3	135	Species	4.3
3	Ireland	4	136	Species	53.5
3	Ireland	4	136	Species	67.0
3	Ireland	4	136	Species	27.0
3	Ireland	4	136	Species	33.3
3	Ireland	4	137	Species	6.0
3	Ireland	4	137	Species	12.3
3	Ireland	4	138	Species	17.9
3	Ireland	4	138	Species	35.9
3	Ireland	4	138	Species	141.4
3	Ireland	4	139	Species	6.9
3	Ireland	4	139	Species	20.2
3	Ireland	4	139	Species	40.2
3	Ireland	4	139	Species	141.4
3	Ireland	4	140	Species	32.5
3	Ireland	4	140	Species	13.1
3	Ireland	4	140	Species	27.5
3	Ireland	4	141	Species	11.0
3	Ireland	4	141	Species	40.0
3	Ireland	4	141	Species	73.5
3	Ireland	4	142	Species	2.5
3	Ireland	4	142	Species	65.7
3	Ireland	4	142	Species	9.9
3	Ireland	4	142	Species	12.3
3	Ireland	4	143	Species	11.3
3	Ireland	4	143	Species	141.4
3	Ireland	4	143	Species	60.9
3	Ireland	4	143	Species	141.4
3	Ireland	4	144	Species	0.0
3	Ireland	4	144	Species	14.3
3	Ireland	4	144	Species	93.9
3	Ireland	4	144	Species	141.4
3	Ireland	8	145	Species	46.1
3	Ireland	8	145	Species	15.7
3	Ireland	8	145	Species	14.6
3	Ireland	8	145	Species	33.6
3	Ireland	8	145	Species	62.9
3	Ireland	8	145	Species	26.9
3	Ireland	8	145	Species	141.4
3	Ireland	8	146	Species	77.0
3	Ireland	8	146	Species	40.7
3	Ireland	8	146	Species	24.4
3	Ireland	8	146	Species	56.6
3	Ireland	8	146	Species	48.4
3	Ireland	8	146	Species	119.7
3	Ireland	8	146	Species	141.4
3	Ireland	8	147	Species	54.8
3	Ireland	8	147	Species	100.7
3	Ireland	8	147	Species	79.3
3	Ireland	8	147	Species	52.8
3	Ireland	8	147	Species	140.2
3	Ireland	8	147	Species	38.8
3	Ireland	8	147	Species	200.0
3	Ireland	8	147	Species	168.1
3	Ireland	8	148	Species	66.0
3	Ireland	8	148	Species	24.5
3	Ireland	8	148	Species	141.4
3	Ireland	8	148	Species	141.4
3	Ireland	8	148	Species	141.4
3	Ireland	8	148	Species	113.8
3	Sweden	1	149	Species	48.7
3	Sweden	1	150	Species	51.1
3	Sweden	1	151	Species	0.3
3	Sweden	1	152	Species	22.4
3	Sweden	1	153	Species	47.4
3	Sweden	1	154	Species	109.1
3	Sweden	1	155	Species	32.4
3	Sweden	1	156	Species	106.7
3	Sweden	1	157	Species	43.7
3	Sweden	1	158	Species	23.6
3	Sweden	1	159	Species	26.4
3	Sweden	1	160	Species	30.7
3	Sweden	2	161	Species	115.9
3	Sweden	2	161	Species	58.3
3	Sweden	2	162	Species	33.3
3	Sweden	2	162	Species	137.0
3	Sweden	2	163	Species	90.6
3	Sweden	2	164	Species	127.2
3	Sweden	2	164	Species	2.8
3	Sweden	2	165	Species	136.6
3	Sweden	2	165	Species	141.4
3	Sweden	2	166	Species	86.5
3	Sweden	2	166	Species	135.8
3	Sweden	4	167	Species	141.4
3	Sweden	4	167	Species	43.3
3	Sweden	4	167	Species	56.9
3	Sweden	4	168	Species	141.4
3	Sweden	4	168	Species	141.4
3	Sweden	4	168	Species	124.9
3	Sweden	4	168	Species	131.3
3	Sweden	4	169	Species	15.8
3	Sweden	4	169	Species	42.4
3	Sweden	4	169	Species	141.4
3	Sweden	4	169	Species	117.3
3	Sweden	4	170	Species	113.2
3	Sweden	4	170	Species	79.9
3	Sweden	4	170	Species	141.4
3	Sweden	4	171	Species	45.9
3	Sweden	4	171	Species	141.4
3	Sweden	4	171	Species	141.4
3	Sweden	4	172	Species	141.4
3	Sweden	4	172	Species	38.6
3	Sweden	4	172	Species	120.2
3	Sweden	4	172	Species	130.2
3	Sweden	8	173	Species	141.4
3	Sweden	8	173	Species	108.6
3	Sweden	8	173	Species	121.9
3	Sweden	8	173	Species	135.6
3	Sweden	8	173	Species	141.4
3	Sweden	8	174	Species	141.4
3	Sweden	8	174	Species	141.4
3	Sweden	8	174	Species	141.4
3	Sweden	8	174	Species	141.4
3	Sweden	8	174	Species	104.4
3	Sweden	8	174	Species	141.4
3	Sweden	8	175	Species	113.2
3	Sweden	8	175	Species	136.3
3	Sweden	8	175	Species	141.4
3	Sweden	8	175	Species	141.4
3	Sweden	8	175	Species	141.4
3	Sweden	12	176	Species	98.6
3	Sweden	12	176	Species	69.2
3	Sweden	12	176	Species	117.6
3	Sweden	12	176	Species	176.6
3	Sweden	12	176	Species	200.0
3	Sweden	12	176	Species	115.7
3	Sweden	12	176	Species	137.0
3	Sweden	12	176	Species	122.5
3	Sheffield	1	177	Species	7.9
3	Sheffield	1	178	Species	11.5
3	Sheffield	1	179	Species	4.5
3	Sheffield	1	180	Species	5.4
3	Sheffield	1	181	Species	2.4
3	Sheffield	1	182	Species	8.8
3	Sheffield	1	183	Species	3.8
3	Sheffield	1	184	Species	7.3
3	Sheffield	1	185	Species	15.3
3	Sheffield	1	186	Species	6.1
3	Sheffield	1	187	Species	3.1
3	Sheffield	1	188	Species	1.7
3	Sheffield	2	189	Species	6.1
3	Sheffield	2	189	Species	2.4
3	Sheffield	2	190	Species	5.8
3	Sheffield	2	190	Species	16.4
3	Sheffield	2	191	Species	7.7
3	Sheffield	2	191	Species	6.0
3	Sheffield	2	192	Species	18.8
3	Sheffield	2	192	Species	12.2
3	Sheffield	2	193	Species	16.3
3	Sheffield	2	193	Species	3.1
3	Sheffield	4	194	Species	6.4
3	Sheffield	4	194	Species	20.2
3	Sheffield	4	194	Species	5.3
3	Sheffield	4	194	Species	18.6
3	Sheffield	4	195	Species	5.0
3	Sheffield	4	195	Species	2.0
3	Sheffield	4	195	Species	63.0
3	Sheffield	4	195	Species	41.2
3	Sheffield	4	196	Species	16.0
3	Sheffield	4	196	Species	16.4
3	Sheffield	4	196	Species	17.5
3	Sheffield	4	196	Species	27.2
3	Sheffield	4	197	Species	21.7
3	Sheffield	4	197	Species	27.8
3	Sheffield	4	197	Species	30.4
3	Sheffield	4	197	Species	2.3
3	Sheffield	8	198	Species	10.4
3	Sheffield	8	198	Species	8.0
3	Sheffield	8	198	Species	19.8
3	Sheffield	8	198	Species	3.8
3	Sheffield	8	198	Species	7.7
3	Sheffield	8	198	Species	21.8
3	Sheffield	8	198	Species	2.4
3	Sheffield	8	198	Species	14.8
3	Sheffield	8	199	Species	16.4
3	Sheffield	8	199	Species	31.4
3	Sheffield	8	199	Species	40.9
3	Sheffield	8	199	Species	16.5
3	Sheffield	8	199	Species	7.2
3	Sheffield	8	199	Species	18.7
3	Sheffield	8	199	Species	7.3
3	Sheffield	8	199	Species	1.0
3	Sheffield	8	200	Species	14.4
3	Sheffield	8	200	Species	18.7
3	Sheffield	8	200	Species	3.2
3	Sheffield	8	200	Species	20.8
3	Sheffield	8	200	Species	7.6
3	Sheffield	8	200	Species	0.8
3	Sheffield	8	200	Species	9.3
3	Sheffield	8	200	Species	19.4
3	Sheffield	8	201	Species	19.6
3	Sheffield	8	201	Species	7.1
3	Sheffield	8	201	Species	4.6
3	Sheffield	8	201	Species	23.4
3	Sheffield	8	201	Species	30.9
3	Sheffield	8	201	Species	1.1
3	Sheffield	8	201	Species	1.0
3	Sheffield	8	201	Species	47.0
3	Sheffield	12	202	Species	23.8
3	Sheffield	12	202	Species	23.5
3	Sheffield	12	202	Species	10.2
3	Sheffield	12	202	Species	15.1
3	Sheffield	12	202	Species	58.1
3	Sheffield	12	202	Species	26.3
3	Sheffield	12	202	Species	28.6
3	Sheffield	12	202	Species	36.1
3	Sheffield	12	202	Species	16.4
3	Sheffield	12	202	Species	22.9
3	Sheffield	12	202	Species	8.9
3	Sheffield	12	202	Species	25.5
3	Silwood	1	203	Species	20.0
3	Silwood	1	204	Species	2.4
3	Silwood	1	205	Species	0.2
3	Silwood	1	206	Species	96.8
3	Silwood	1	207	Species	28.0
3	Silwood	2	208	Species	35.0
3	Silwood	2	208	Species	99.8
3	Silwood	1	209	Species	1.2
3	Silwood	1	210	Species	66.8
3	Silwood	1	211	Species	72.4
3	Silwood	1	212	Species	20.4
3	Silwood	1	213	Species	26.5
3	Silwood	1	214	Species	12.0
3	Silwood	2	215	Species	75.8
3	Silwood	2	215	Species	34.1
3	Silwood	2	216	Species	54.7
3	Silwood	2	216	Species	47.1
3	Silwood	2	217	Species	29.2
3	Silwood	2	217	Species	17.8
3	Silwood	2	218	Species	25.1
3	Silwood	2	218	Species	116.5
3	Silwood	2	219	Species	86.9
3	Silwood	2	219	Species	98.5
3	Silwood	4	220	Species	96.4
3	Silwood	4	220	Species	5.9
3	Silwood	4	220	Species	141.4
3	Silwood	4	220	Species	127.2
3	Silwood	4	221	Species	40.6
3	Silwood	4	221	Species	99.0
3	Silwood	4	221	Species	123.2
3	Silwood	4	221	Species	45.8
3	Silwood	4	222	Species	89.1
3	Silwood	4	222	Species	123.1
3	Silwood	4	222	Species	37.4
3	Silwood	4	222	Species	133.2
3	Silwood	4	223	Species	0.7
3	Silwood	4	223	Species	141.4
3	Silwood	4	223	Species	135.6
3	Silwood	4	223	Species	87.5
3	Silwood	4	224	Species	112.2
3	Silwood	4	224	Species	41.6
3	Silwood	4	224	Species	67.8
3	Silwood	4	224	Species	24.1
3	Silwood	4	225	Species	6.7
3	Silwood	4	225	Species	141.4
3	Silwood	4	225	Species	119.9
3	Silwood	4	225	Species	141.4
3	Silwood	8	226	Species	89.8
3	Silwood	8	226	Species	18.4
3	Silwood	8	226	Species	47.1
3	Silwood	8	226	Species	44.6
3	Silwood	8	226	Species	111.1
3	Silwood	8	226	Species	135.7
3	Silwood	8	226	Species	63.0
3	Silwood	8	226	Species	131.2
3	Silwood	8	227	Species	41.1
3	Silwood	8	227	Species	54.8
3	Silwood	8	227	Species	61.9
3	Silwood	8	227	Species	70.7
3	Silwood	8	227	Species	38.0
3	Silwood	8	227	Species	138.2
3	Silwood	8	227	Species	117.5
3	Silwood	8	228	Species	41.3
3	Silwood	8	228	Species	10.9
3	Silwood	8	228	Species	16.2
3	Silwood	8	228	Species	58.0
3	Silwood	8	228	Species	12.1
3	Silwood	8	228	Species	141.4
3	Silwood	8	229	Species	101.9
3	Silwood	8	229	Species	24.2
3	Silwood	8	229	Species	136.4
3	Silwood	8	229	Species	141.4
3	Silwood	8	229	Species	94.7
3	Silwood	8	229	Species	126.8
3	Silwood	8	229	Species	18.4
3	Silwood	8	229	Species	141.4
3	Silwood	8	230	Species	46.5
3	Silwood	8	230	Species	60.6
3	Silwood	8	230	Species	98.9
3	Silwood	8	230	Species	40.3
3	Silwood	8	230	Species	12.4
3	Silwood	8	230	Species	141.4
3	Silwood	8	230	Species	86.5
3	Silwood	11	231	Species	13.9
3	Silwood	11	231	Species	73.3
3	Silwood	11	231	Species	33.3
3	Silwood	11	231	Species	141.4
3	Silwood	11	231	Species	134.9
3	Silwood	11	231	Species	141.4
3	Silwood	11	231	Species	63.7
3	Silwood	11	231	Species	128.3
3	Silwood	11	231	Species	141.4
3	Silwood	11	232	Species	114.0
3	Silwood	11	232	Species	122.0
3	Silwood	11	232	Species	131.9
3	Silwood	11	232	Species	58.6
3	Silwood	11	232	Species	36.1
3	Silwood	11	232	Species	130.5
3	Silwood	11	232	Species	44.4
3	Silwood	11	232	Species	131.4
3	Silwood	11	233	Species	70.5
3	Silwood	11	233	Species	25.2
3	Silwood	11	233	Species	48.8
3	Silwood	11	233	Species	42.6
3	Silwood	11	233	Species	1.2
3	Silwood	11	233	Species	141.4
3	Silwood	11	233	Species	96.4
3	Silwood	11	234	Species	47.1
3	Silwood	11	234	Species	6.5
3	Silwood	11	234	Species	99.3
3	Silwood	11	234	Species	133.0
3	Silwood	11	234	Species	118.1
3	Silwood	11	234	Species	140.1
3	Silwood	11	234	Species	20.2
3	Silwood	11	234	Species	77.3
3	Silwood	11	235	Species	11.7
3	Silwood	11	235	Species	70.4
3	Silwood	11	235	Species	113.1
3	Silwood	11	235	Species	37.8
3	Silwood	11	235	Species	141.4
3	Silwood	11	235	Species	30.2
3	Silwood	11	235	Species	129.6
3	Silwood	11	235	Species	87.8
